family,father,mother,children,childNum,gender,childHeight
155,68.0,60.0,7,3,female,61.0
155,68.0,60.0,7,4,female,60.0
155,68.0,60.0,7,5,female,60.0
155,68.0,60.0,7,6,female,60.0
155,68.0,60.0,7,7,female,56.0
156,68.0,60.0,4,1,male,67.5
156,68.0,60.0,4,2,male,67.0
156,68.0,60.0,4,3,male,66.5
156,68.0,60.0,4,4,female,60.0
157,68.5,59.0,1,1,male,69.0
158,68.0,59.0,10,1,male,68.0
158,68.0,59.0,10,2,male,65.0
158,68.0,59.0,10,3,male,64.7
158,68.0,59.0,10,4,male,64.0
158,68.0,59.0,10,5,male,64.0
158,68.0,59.0,10,6,male,63.0
158,68.0,59.0,10,7,female,65.0
158,68.0,59.0,10,8,female,65.0
158,68.0,59.0,10,9,female,62.0
158,68.0,59.0,10,10,female,61.0
159,67.0,66.2,5,1,male,72.7
159,67.0,66.2,5,2,male,72.7
159,67.0,66.2,5,3,male,71.5
159,67.0,66.2,5,4,female,65.5
159,67.0,66.2,5,5,female,63.5
160,67.0,66.5,1,1,male,71.0
161,67.0,66.0,8,1,male,73.0
161,67.0,66.0,8,2,male,71.0
161,67.0,66.0,8,3,male,70.7
161,67.0,66.0,8,4,male,70.0
161,67.0,66.0,8,5,male,69.0
161,67.0,66.0,8,6,female,68.0
161,67.0,66.0,8,7,female,65.5
161,67.0,66.0,8,8,female,62.0
162,67.0,65.0,6,1,male,69.7
162,67.0,65.0,6,2,male,67.5
162,67.0,65.0,6,3,female,65.5
162,67.0,65.0,6,4,female,65.0
162,67.0,65.0,6,5,female,64.5
162,67.0,65.0,6,6,female,63.5
163,67.0,65.5,5,1,male,70.0
163,67.0,65.5,5,2,male,69.0
163,67.0,65.5,5,3,female,65.5
163,67.0,65.5,5,4,female,65.5
163,67.0,65.5,5,5,female,63.0
164,67.0,65.5,4,1,male,70.0
164,67.0,65.5,4,2,male,67.7
164,67.0,65.5,4,3,female,63.0
164,67.0,65.5,4,4,female,60.0
165,67.0,65.0,3,1,male,65.0
165,67.0,65.0,3,2,female,62.0
165,67.0,65.0,3,3,female,62.0
166,67.5,65.0,11,1,male,71.0
166,67.5,65.0,11,2,male,69.0
166,67.5,65.0,11,3,female,64.0
166,67.5,65.0,11,4,female,64.0
166,67.5,65.0,11,5,female,63.0
166,67.5,65.0,11,6,female,63.0
166,67.5,65.0,11,7,female,63.0
166,67.5,65.0,11,8,female,63.0
166,67.5,65.0,11,9,female,63.0
166,67.5,65.0,11,10,female,62.5
166,67.5,65.0,11,11,female,62.0
167,67.0,64.0,4,1,male,71.5
167,67.0,64.0,4,2,male,70.0
167,67.0,64.0,4,3,male,67.0
167,67.0,64.0,4,4,male,67.0
168,67.0,63.5,8,1,male,71.0
168,67.0,63.5,8,2,male,70.2
168,67.0,63.5,8,3,male,69.2
168,67.0,63.5,8,4,male,68.5
168,67.0,63.5,8,5,male,68.0
168,67.0,63.5,8,6,male,67.0
168,67.0,63.5,8,7,male,65.5
168,67.0,63.5,8,8,female,63.5
169,67.0,63.0,3,1,male,69.0
169,67.0,63.0,3,2,male,68.0
169,67.0,63.0,3,3,female,63.0
170,67.5,62.0,5,1,male,70.0
170,67.5,62.0,5,2,male,69.5
170,67.5,62.0,5,3,male,69.0
170,67.5,62.0,5,4,male,68.5
170,67.5,62.0,5,5,female,66.0
171,67.0,61.0,1,1,male,67.0
172,66.0,67.0,8,1,male,70.5
172,66.0,67.0,8,2,male,70.5
172,66.0,67.0,8,3,male,67.0
172,66.0,67.0,8,4,male,66.0
172,66.0,67.0,8,5,male,66.0
172,66.0,67.0,8,6,female,62.0
172,66.0,67.0,8,7,female,62.0
172,66.0,67.0,8,8,female,61.5
173,66.0,67.0,9,1,male,72.0
173,66.0,67.0,9,2,male,65.0
173,66.0,67.0,9,3,male,65.0
173,66.0,67.0,9,4,female,67.0
173,66.0,67.0,9,5,female,64.0
173,66.0,67.0,9,6,female,64.0
173,66.0,67.0,9,7,female,62.0
173,66.0,67.0,9,8,female,60.0
173,66.0,67.0,9,9,female,60.0
174,66.0,66.0,5,1,male,66.0
174,66.0,66.0,5,2,male,65.0
174,66.0,66.0,5,3,female,67.0
174,66.0,66.0,5,4,female,66.5
174,66.0,66.0,5,5,female,65.5
175,66.0,66.0,6,1,male,72.0
175,66.0,66.0,6,2,male,68.0
175,66.0,66.0,6,3,female,66.0
175,66.0,66.0,6,4,female,65.0
175,66.0,66.0,6,5,female,62.0
175,66.0,66.0,6,6,female,61.0
176,66.5,65.0,8,1,male,68.7
176,66.5,65.0,8,2,male,68.5
176,66.5,65.0,8,3,male,66.5
176,66.5,65.0,8,4,male,64.5
176,66.5,65.0,8,5,female,62.5
176,66.5,65.0,8,6,female,60.5
176,66.5,65.0,8,7,female,60.5
176,66.5,65.0,8,8,female,57.5
177,66.0,65.5,5,1,male,72.0
177,66.0,65.5,5,2,male,71.0
177,66.0,65.5,5,3,male,67.0
177,66.0,65.5,5,4,female,66.0
177,66.0,65.5,5,5,female,65.0
178,66.0,63.0,1,1,male,70.0
179,66.0,63.5,2,1,female,64.5
179,66.0,63.5,2,2,female,62.0
180,66.5,63.0,6,1,male,67.2
180,66.5,63.0,6,2,male,67.0
180,66.5,63.0,6,3,male,65.0
180,66.5,63.0,6,4,female,65.0
180,66.5,63.0,6,5,female,65.0
180,66.5,63.0,6,6,female,63.0
181,66.5,62.5,7,1,male,70.0
181,66.5,62.5,7,2,male,68.0
181,66.5,62.5,7,3,female,63.5
181,66.5,62.5,7,4,female,62.5
181,66.5,62.5,7,5,female,62.5
181,66.5,62.5,7,6,female,62.5
181,66.5,62.5,7,7,female,62.5
182,66.0,61.5,1,1,male,70.0
183,66.0,60.0,4,1,male,68.0
183,66.0,60.0,4,2,male,67.0
183,66.0,60.0,4,3,male,65.0
183,66.0,60.0,4,4,female,60.0
184,66.0,60.0,1,1,male,65.0
185,66.0,59.0,15,1,male,68.0
185,66.0,59.0,15,2,male,67.0
185,66.0,59.0,15,3,male,66.5
185,66.0,59.0,15,4,male,66.0
185,66.0,59.0,15,5,male,65.7
185,66.0,59.0,15,6,male,65.5
185,66.0,59.0,15,7,male,65.0
185,66.0,59.0,15,8,female,65.0
185,66.0,59.0,15,9,female,64.0
185,66.0,59.0,15,10,female,63.0
185,66.0,59.0,15,11,female,62.0
185,66.0,59.0,15,12,female,61.0
185,66.0,59.0,15,13,female,60.0
185,66.0,59.0,15,14,female,58.0
185,66.0,59.0,15,15,female,57.0
186,65.0,67.0,4,1,male,66.5
186,65.0,67.0,4,2,male,66.0
186,65.0,67.0,4,3,male,66.0
186,65.0,67.0,4,4,female,65.0
187,65.0,67.0,1,1,female,63.0
188,65.0,66.0,4,1,male,63.0
188,65.0,66.0,4,2,female,63.0
188,65.0,66.0,4,3,female,63.0
188,65.0,66.0,4,4,female,60.0
189,65.0,66.0,5,1,male,67.0
189,65.0,66.0,5,2,male,66.0
189,65.0,66.0,5,3,male,65.0
189,65.0,66.0,5,4,female,65.0
189,65.0,66.0,5,5,female,61.0
190,65.0,65.0,9,1,male,69.0
190,65.0,65.0,9,2,male,68.0
190,65.0,65.0,9,3,male,68.0
190,65.0,65.0,9,4,female,65.0
190,65.0,65.0,9,5,female,65.0
190,65.0,65.0,9,6,female,62.0
190,65.0,65.0,9,7,female,62.0
190,65.0,65.0,9,8,female,61.0
190,65.0,65.0,9,9,female,59.0
191,65.0,65.5,2,1,male,70.7
191,65.0,65.5,2,2,female,65.5
192,65.0,65.0,6,1,male,69.2
192,65.0,65.0,6,2,male,69.0
192,65.0,65.0,6,3,male,68.0
192,65.0,65.0,6,4,male,67.7
192,65.0,65.0,6,5,female,64.5
192,65.0,65.0,6,6,female,60.5
193,65.0,64.0,6,1,male,67.0
193,65.0,64.0,6,2,male,67.0
193,65.0,64.0,6,3,female,64.0
193,65.0,64.0,6,4,female,64.0
193,65.0,64.0,6,5,female,62.5
193,65.0,64.0,6,6,female,60.5
194,65.0,63.0,2,1,male,70.0
194,65.0,63.0,2,2,female,63.0
195,65.0,63.0,3,1,male,66.0
195,65.0,63.0,3,2,male,66.0
195,65.0,63.0,3,3,female,63.0
196,65.5,63.0,4,1,male,71.0
196,65.5,63.0,4,2,male,71.0
196,65.5,63.0,4,3,male,69.0
196,65.5,63.0,4,4,female,63.5
197,65.5,60.0,5,1,male,68.0
197,65.5,60.0,5,2,male,68.0
197,65.5,60.0,5,3,male,67.0
197,65.5,60.0,5,4,male,67.0
197,65.5,60.0,5,5,female,62.0
198,64.0,64.0,7,1,male,71.5
198,64.0,64.0,7,2,male,68.0
198,64.0,64.0,7,3,female,65.5
198,64.0,64.0,7,4,female,64.0
198,64.0,64.0,7,5,female,62.0
198,64.0,64.0,7,6,female,62.0
198,64.0,64.0,7,7,female,61.0
199,64.0,64.0,7,1,male,70.5
199,64.0,64.0,7,2,male,68.0
199,64.0,64.0,7,3,female,67.0
199,64.0,64.0,7,4,female,65.0
199,64.0,64.0,7,5,female,64.0
199,64.0,64.0,7,6,female,64.0
199,64.0,64.0,7,7,female,60.0
200,64.0,63.0,1,1,male,64.5
201,64.0,60.0,2,1,male,66.0
201,64.0,60.0,2,2,female,60.0
202,63.0,63.5,2,1,female,68.5
202,63.0,63.5,2,2,female,63.5
203,62.0,66.0,3,1,male,64.0
203,62.0,66.0,3,2,female,62.0
203,62.0,66.0,3,3,female,61.0
204,62.5,63.0,2,1,male,66.5
204,62.5,63.0,2,2,female,57.0
