PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14358463,SI,SR,85.39272296619245,100.0,00:00:00,89.68613840135802,100.0,00:00:00,77.3752104225875,85.0,00:00:00,98.54100830601533,100.0,00:00:00,15.0,15.0,00:00:00,90.64017197417728,100.0,00:00:00,68.14362358701163,70.0,00:00:00,10.0,10.0,00:00:00,30.879673637001734,47.0,00:00:00,85.0,85.0,383:54:33,10.0,10.0,00:00:00,93.1108594219102,100.0,00:00:00,69.54523913429703,75.0,00:00:00,24.994822679234783,25.0,00:00:00,76.65261958211954,100.0,00:00:00,50.0,50.0,00:00:00,1.8725157003198565,10.0,00:00:00,100.0,100.0,00:00:00,59.2033369853545,87.0,00:00:00,383:54:33,22.60205245539195,25,00:00:00,69.79465247403003,75,00:00:00,75.0,75,00:00:00,9.812983016069989,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,8.898077004583271,10,00:00:00,9.67365310013857,10,00:00:00,9.981634702684106,10,00:00:00,10.0,10,383:54:33,10.0,10,00:00:00
A14000225,FI,SR,,100.0,00:00:00,,100.0,00:00:00,,85.0,00:00:00,,100.0,00:00:00,,15.0,00:00:00,,100.0,00:00:00,,70.0,00:00:00,,10.0,00:00:00,,47.0,00:00:00,,85.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,75.0,00:00:00,,25.0,00:00:00,,100.0,00:00:00,,50.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,87.0,00:00:00,00:00:00,,25,00:00:00,,75,00:00:00,,75,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00
A14024001,SI,SR,98.11311452778196,100.0,00:00:00,92.68340694840704,100.0,00:00:00,69.36597668146486,85.0,00:00:00,99.16175847245458,100.0,00:00:00,14.72024949539393,15.0,00:00:00,1.55666528446205,100.0,39:32:29,32.84562977078445,70.0,00:01:19,10.0,10.0,00:04:59,33.64829938273541,47.0,00:00:00,58.981647368183,85.0,00:00:00,8.808609907568853,10.0,00:00:00,97.43787061516846,100.0,00:01:44,72.52298496885732,75.0,00:00:00,14.56565273389249,25.0,00:00:00,69.47416110173936,100.0,00:02:18,39.805939270584204,50.0,00:02:35,1.142197046434398,10.0,00:00:00,100.0,100.0,00:00:00,70.87441321590657,87.0,00:00:00,53:03:32,21.02008280405912,25,00:00:00,64.90330532490643,75,00:00:00,71.04540034970091,75,00:00:00,10.0,10,00:01:19,10.0,10,39:32:29,10.0,10,00:00:00,10.0,10,00:00:00,8.812694579623876,10,39:32:29,8.690334572562797,10,00:01:19,9.90187405604404,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14335976,WA,JR,86.96038542643525,100.0,00:00:00,93.7290134750699,100.0,00:00:00,84.40085960210345,85.0,00:00:00,85.80492045991268,100.0,00:00:00,15.0,15.0,00:00:00,84.33061382951676,100.0,00:00:00,66.26373799463289,70.0,00:00:00,10.0,10.0,00:00:00,45.78957346355362,47.0,00:00:00,79.03288906566621,85.0,00:00:00,10.0,10.0,00:00:00,87.21192785240468,100.0,00:00:00,69.01364549634413,75.0,00:00:00,24.33291413889537,25.0,00:00:00,83.97953339147791,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,96.60624049709564,100.0,00:00:00,83.25013792871758,87.0,00:00:00,00:00:00,22.55694419360458,25,00:00:00,75.0,75,00:00:00,75.0,75,00:00:00,9.123572428216878,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.782756946403754,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,8.755698233655252,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.899815358334871,10,00:00:00
A14819404,SI,SO,78.5981596755005,100.0,00:00:00,97.267020649909,100.0,00:00:00,74.24274312976587,85.0,00:00:00,100.0,100.0,00:00:00,13.620378945044575,15.0,00:00:00,92.30704664249839,100.0,00:00:00,52.610622801913635,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,77.76017437045644,85.0,00:00:00,9.686836998921876,10.0,00:00:00,74.94038669365413,100.0,00:00:00,74.59746973150662,75.0,00:00:00,25.0,25.0,00:00:00,78.56651594582182,100.0,00:00:00,49.3046435311653,50.0,00:00:00,1.7416482989207551,10.0,00:00:00,99.03389515043848,100.0,00:00:00,85.6444941325985,87.0,00:00:00,00:00:00,24.011075245920313,25,00:00:00,71.08403344128415,75,00:00:00,72.0642658999793,75,00:00:00,8.668768260912053,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.44363893065033,10,00:00:00,10.0,10,00:00:00,9.286508316981623,10,00:00:00,10.0,10,00:00:00,9.714357142449519,10,00:00:00,9.926673992873807,10,00:00:00,9.165646798897967,10,00:00:00
A14668925,RE,JR,73.22758722733543,100.0,00:00:00,55.624261697103435,100.0,00:00:00,37.88377884757161,85.0,00:00:00,78.89189811232778,100.0,00:00:00,15.0,15.0,00:00:00,85.50530540363964,100.0,00:00:00,53.201595886151836,70.0,00:00:00,,10.0,00:00:00,40.21510459782269,47.0,00:00:00,55.02988105520379,85.0,00:00:00,,10.0,00:00:00,87.20388940830777,100.0,00:00:00,72.01169336991178,75.0,00:00:00,12.531070956169119,25.0,00:00:00,29.008999577262564,100.0,00:00:00,50.0,50.0,00:00:00,7.0541469344517616,10.0,00:00:00,67.58497665626855,100.0,00:00:00,71.6071352231174,87.0,00:00:00,00:00:00,12.752158124623556,25,00:00:00,30.327132215560972,75,00:00:00,34.17993619619387,75,00:00:00,6.068710924283117,10,00:00:00,4.870335237590734,10,00:00:00,3.9940882266388993,10,00:00:00,5.660292294647403,10,00:00:00,4.642942378951473,10,00:00:00,5.913207361533849,10,00:00:00,6.692847425110297,10,00:00:00,9.08467238716513,10,00:00:00,7.159178092757683,10,00:00:00,6.282515115263446,10,00:00:00
A14680166,SI,JR,100.0,100.0,00:00:00,85.73957901262786,100.0,00:00:00,54.99414379990807,85.0,00:00:00,87.03811127958426,100.0,00:00:00,15.0,15.0,00:00:00,94.29992353389245,100.0,46:30:58,70.0,70.0,00:00:00,10.0,10.0,00:00:00,41.978500676876244,47.0,00:00:00,64.44016005244116,85.0,441:29:10,10.0,10.0,00:00:00,78.98523712670661,100.0,00:00:00,64.80576438542973,75.0,00:00:00,25.0,25.0,00:00:00,,100.0,00:00:00,47.77450861051697,50.0,00:00:00,4.374579108396568,10.0,00:00:00,93.14253027425507,100.0,00:00:00,55.40462429610618,87.0,00:00:00,717:23:05,15.384565613845815,25,00:00:00,51.429286405867714,75,00:00:00,59.28451192467234,75,441:29:10,9.307740137965679,10,00:00:00,8.712201066802049,10,00:00:00,8.686601117446695,10,00:00:00,10.0,10,00:00:00,8.39864815293389,10,00:00:00,10.0,10,00:00:00,9.729362298117247,10,00:00:00,8.871134803391215,10,00:00:00,5.608395421685786,10,00:00:00,7.713354190048054,10,00:00:00
A14545267,TH,JR,86.40724112307957,100.0,00:00:00,87.16910284099487,100.0,00:00:00,55.796015045322335,85.0,00:00:00,81.39451324040452,100.0,00:00:00,14.262464173979819,15.0,00:00:00,92.59338492600247,100.0,45:17:14,64.00958349323585,70.0,00:00:00,10.0,10.0,00:00:00,40.52312799431168,47.0,00:00:00,63.98026517917414,85.0,00:00:00,10.0,10.0,00:00:00,89.05506803485693,100.0,00:00:00,72.37468282380009,75.0,00:00:00,20.906685424742143,25.0,00:00:00,78.79320807488403,100.0,00:00:00,30.974042614437224,50.0,00:01:22,4.110427238162389,10.0,00:00:00,97.11804911420809,100.0,00:00:00,60.6605474256661,87.0,00:00:00,63:28:47,13.231991291355,25,00:00:00,49.43810820535968,75,00:00:00,54.911049277777806,75,00:00:00,8.5884018213243,10,00:00:00,8.368129247612993,10,00:00:00,8.443680807975456,10,00:00:00,10.0,10,00:00:00,8.219182497189955,10,00:00:00,8.239597743755752,10,63:28:47,8.124086928909104,10,00:00:00,8.393779702695896,10,63:28:47,8.884884200904656,10,00:00:00,10.0,10,45:17:14
A14368776,RE,JR,80.15541579851148,100.0,00:00:00,92.70032472580547,100.0,00:00:00,66.0503195436992,85.0,00:00:00,95.61164340449189,100.0,00:00:00,15.0,15.0,00:00:00,83.47193412344448,100.0,44:40:07,68.76325294688701,70.0,00:00:00,8.866001121456934,10.0,00:00:00,41.96760020306551,47.0,00:00:00,44.79564588747527,85.0,00:00:00,7.745038552734817,10.0,00:00:00,92.4600852859749,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,89.63378405332939,100.0,00:00:00,36.34750535622095,50.0,00:00:00,1.09147356379385,10.0,00:00:00,91.23375733644967,100.0,00:00:00,76.69535288134425,87.0,00:00:00,373:14:01,20.776580341908545,25,00:00:00,54.32931200682301,75,00:00:00,60.948475497589264,75,00:00:00,8.451450204246889,10,00:00:00,8.37739780010463,10,00:00:00,8.542781710558652,10,00:00:00,9.098057954129299,10,00:00:00,9.597014122151437,10,00:00:00,9.894745465929434,10,00:00:00,10.0,10,00:00:00,7.590765309654506,10,00:00:00,10.0,10,00:00:00,9.825986161631993,10,00:00:00
A14224543,RE,JR,51.398914042387624,100.0,00:00:38,80.23254229049282,100.0,00:00:00,85.0,85.0,00:00:00,92.8993327611994,100.0,00:00:00,15.0,15.0,00:00:00,67.19240823156146,100.0,00:00:00,58.93961245995085,70.0,00:00:00,10.0,10.0,00:00:00,27.6283070209315,47.0,00:00:00,67.55623534349283,85.0,00:00:00,10.0,10.0,00:00:00,98.36932334202776,100.0,00:00:00,56.24426680519143,75.0,00:00:00,18.123622994244144,25.0,00:00:00,87.12869909039343,100.0,00:00:00,48.84011491811306,50.0,00:00:00,6.957143839687809,10.0,00:00:00,86.54631627234872,100.0,00:00:00,74.25297784185572,87.0,00:00:00,00:00:38,25.0,25,00:00:00,75.0,75,00:00:38,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,8.333178745752008,10,00:00:00,9.522430808799811,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14330717,SI,JR,95.99354891090638,100.0,00:00:00,100.0,100.0,00:00:00,77.0793134757838,85.0,00:00:00,91.08078403416594,100.0,00:00:00,10.733112398065334,15.0,00:00:00,89.33869139042382,100.0,24:38:32,68.88241492514665,70.0,00:00:00,10.0,10.0,00:00:00,36.52808968247956,47.0,00:00:00,85.0,85.0,00:00:00,7.623953765537598,10.0,00:00:00,96.049844567755,100.0,00:00:00,75.0,75.0,00:00:00,21.65823580522378,25.0,00:00:00,99.65482121423278,100.0,405:37:42,46.37764086295754,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,75.06868609048604,87.0,00:00:00,430:16:14,22.795239142082462,25,00:00:00,72.52833504599467,75,00:00:00,75.0,75,00:00:00,9.887847965153359,10,00:00:00,8.575030807625383,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,6.1941610266673,10,00:00:00,9.155946403448281,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14883274,SI,JR,91.73861099870139,100.0,00:00:00,60.310732761571394,100.0,00:00:00,49.89578508821883,85.0,00:00:00,84.43482569547447,100.0,00:00:00,1.2191732810473073,15.0,00:00:00,96.58938171099932,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,41.82609081560946,47.0,00:00:00,64.193678362036,85.0,645:24:50,7.1531094763014,10.0,00:00:00,91.34092471674819,100.0,00:00:00,67.89722975541407,75.0,00:00:00,24.832858182130636,25.0,00:00:00,97.34701888524494,100.0,00:00:00,45.946337493952534,50.0,00:00:00,3.4648680186816443,10.0,00:00:00,88.58556221904094,100.0,00:00:00,62.12262621077602,87.0,00:00:00,669:12:21,16.35229550115342,25,00:00:00,50.19417786011229,75,00:00:00,51.64781247935524,75,00:00:00,6.802589369412178,10,00:00:00,5.438300043749287,10,00:00:00,8.079438516777817,10,00:00:00,5.7663492450518,10,00:00:00,6.807454167515962,10,00:00:00,8.332028236501777,10,00:00:00,6.847698649780407,10,00:00:00,9.551709526066468,10,00:00:00,5.900550965484084,10,00:00:00,6.823425107413875,10,00:00:00
A14161753,MU,SR,94.7394403631922,100.0,00:00:00,83.56122279088558,100.0,00:00:00,71.16568687585449,85.0,00:00:00,94.74338790414085,100.0,00:00:00,15.0,15.0,00:00:00,92.50524662878928,100.0,00:00:00,69.65165716928524,70.0,00:00:00,0.0,10.0,00:00:00,46.06031478998224,47.0,00:00:00,68.50247471374638,85.0,00:00:00,1.9887052895125685,10.0,00:00:00,85.24569872371912,100.0,00:00:00,59.4477520920905,75.0,00:00:00,25.0,25.0,00:00:00,83.12687596270499,100.0,00:00:00,47.3982006866212,50.0,00:00:00,6.030324564974441,10.0,00:00:00,93.19926570549953,100.0,00:00:00,73.00949646765606,87.0,00:00:00,00:00:00,21.343655184321968,25,00:00:00,64.13797839314341,75,00:00:00,72.8395767393102,75,00:00:00,10.0,10,00:00:00,7.87699472360142,10,00:00:00,10.0,10,00:00:00,7.752497528132803,10,00:00:00,9.628017728707514,10,00:00:00,9.308309472040566,10,00:00:00,7.610817322145983,10,00:00:00,9.796305443888825,10,00:00:00,10.0,10,00:00:00,9.27967169298286,10,00:00:00
A14322486,RE,SR,100.0,100.0,00:00:00,78.86825075645828,100.0,00:00:00,60.10870369285294,85.0,00:00:00,67.67783654521088,100.0,00:00:00,15.0,15.0,00:00:00,84.33077360593882,100.0,46:48:38,59.892839585421314,70.0,00:00:00,1.163074303757178,10.0,00:00:00,43.72604698927284,47.0,00:00:00,72.30656259877466,85.0,00:00:00,10.0,10.0,00:00:00,96.1131261738571,100.0,00:00:00,71.12972381260334,75.0,00:00:00,23.503066188411687,25.0,00:00:00,,100.0,00:00:00,47.10098316997684,50.0,00:00:00,0.0,10.0,00:00:00,80.23483672186839,100.0,00:00:00,71.32226475594798,87.0,00:00:00,46:51:36,16.769596984319506,25,46:51:36,57.552552362617426,75,00:00:00,63.881022402168334,75,00:00:00,10.0,10,00:00:00,7.703631588550784,10,00:00:00,8.753781278582021,10,00:00:00,8.953177382992717,10,00:00:00,9.15009285149591,10,46:48:38,10.0,10,00:00:00,8.00173158420918,10,00:00:00,8.077622631282463,10,00:00:00,8.44230860675281,10,46:51:36,10.0,10,46:51:36
A14865587,RE,JR,99.39813857824825,100.0,00:00:00,74.71351904615673,100.0,00:00:00,74.84265473023089,85.0,00:00:00,76.36617728199835,100.0,00:00:00,15.0,15.0,00:00:00,100.0,100.0,47:13:39,40.55911834205531,70.0,00:00:00,,10.0,00:00:00,38.60414069879072,47.0,00:00:00,46.96064965995838,85.0,00:00:00,,10.0,00:00:00,93.85198003706975,100.0,00:00:00,64.52360857184227,75.0,00:00:00,25.0,25.0,00:00:00,37.43212954189032,100.0,00:00:00,44.24067325095684,50.0,00:00:00,0.889098029548325,10.0,00:00:00,84.03349559600746,100.0,00:00:00,81.98368116753447,87.0,00:00:00,47:13:39,20.482619929003203,25,00:00:00,69.12770160844214,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.174575149419127,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.504693417573305,10,00:00:00
A14313679,SI,SR,81.67277538928377,100.0,00:00:00,97.5102940835543,100.0,00:00:00,70.20758454579085,85.0,00:00:00,80.09256096611018,100.0,268:26:07,15.0,15.0,00:00:00,83.1986225649827,100.0,00:00:00,68.30203657888777,70.0,00:00:00,9.271746882374158,10.0,00:00:00,45.56783551672166,47.0,00:00:00,78.48745179115176,85.0,00:00:00,10.0,10.0,00:00:00,80.93373786033095,100.0,434:14:10,75.0,75.0,00:00:00,25.0,25.0,00:00:00,91.1873588663107,100.0,00:00:00,37.80711923225324,50.0,00:00:00,0.786034788211585,10.0,00:00:00,94.21953291198592,100.0,00:00:00,72.47406370488602,87.0,00:00:00,702:40:17,22.368521292982606,25,00:00:00,67.56696533739036,75,00:00:00,72.41353403108417,75,00:00:00,9.534139793665505,10,00:00:00,8.962240639997455,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.887460193763335,10,00:00:00,9.306303462561374,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14770853,RE,SR,80.98429436474933,100.0,00:00:00,,100.0,00:00:00,72.87041346704194,85.0,00:00:00,52.31485560150991,100.0,00:00:00,15.0,15.0,00:00:00,21.343513458036483,100.0,42:18:27,37.551578402863036,70.0,00:00:00,,10.0,00:00:00,37.89718321639246,47.0,00:00:00,50.58410792785347,85.0,00:00:00,,10.0,00:00:00,98.32691866578274,100.0,416:19:19,61.6401460903504,75.0,00:00:00,17.779716831160666,25.0,00:00:00,58.27231418647432,100.0,00:00:00,28.73414338636146,50.0,00:00:00,,10.0,00:00:00,76.91624807079248,100.0,00:00:00,67.18412161856703,87.0,00:00:00,458:37:46,22.596071165207704,25,00:00:00,63.07933373888006,75,00:00:00,67.60496514048309,75,42:18:27,10.0,10,00:00:00,10.0,10,42:18:27,9.954074987628287,10,416:19:19,10.0,10,00:00:00,6.859761507985326,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14073781,TH,SR,78.12798237618094,100.0,00:00:00,82.48455271707454,100.0,00:00:00,49.93663308268783,85.0,00:00:00,76.37578975709327,100.0,00:00:00,7.715206716466294,15.0,00:00:00,91.07425294144439,100.0,47:57:16,55.087156663959846,70.0,00:00:00,8.130442861679503,10.0,588:07:50,34.57347016210454,47.0,00:00:00,62.374330918139854,85.0,00:00:00,,10.0,00:00:00,64.9435819927988,100.0,355:33:14,60.896763710370465,75.0,00:00:00,25.0,25.0,00:00:00,29.740728388011533,100.0,00:00:00,50.0,50.0,00:00:00,1.020770691881951,10.0,00:00:00,82.51582548929879,100.0,00:00:00,85.14915159668452,87.0,00:00:00,1333:25:14,12.264924377305421,25,00:00:00,49.644935514989804,75,00:00:00,54.21123587324773,75,00:00:00,7.184655883646509,10,1333:25:14,8.780024130536756,10,00:00:00,9.46658118005712,10,00:00:00,6.771209617649687,10,00:00:00,8.654923606510092,10,00:00:00,5.6372938198643965,10,355:33:14,7.624791037260645,10,00:00:00,6.341448832750386,10,00:00:00,8.532571243527578,10,00:00:00,8.145421470526202,10,00:00:00
A14313679,RE,SR,88.18252529229491,100.0,00:00:00,90.73309268798045,100.0,00:00:00,61.13614231619245,85.0,00:00:00,84.59665445805656,100.0,268:26:07,11.279241859542346,15.0,00:00:00,96.62773675041852,100.0,00:00:00,62.019767690992516,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,81.93756750167628,85.0,00:00:00,3.9233152211253257,10.0,00:00:00,84.3032494156308,100.0,434:14:10,57.70761453913476,75.0,00:00:00,25.0,25.0,00:00:00,100.0,100.0,00:00:00,37.47485766538543,50.0,00:00:00,5.1965741582264,10.0,00:00:00,95.85306690534418,100.0,00:00:00,75.75630030456217,87.0,00:00:00,702:40:17,19.339137012461773,25,434:14:10,63.13063913588141,75,00:00:00,69.73695099776725,75,00:00:00,8.139211394843999,10,00:00:00,8.099075711882321,10,00:00:00,7.215001436214767,10,00:00:00,7.249723719189277,10,00:00:00,8.249493884978516,10,00:00:00,10.0,10,00:00:00,8.793314491870868,10,00:00:00,9.563891998649366,10,434:14:10,10.0,10,00:00:00,10.0,10,00:00:00
A14545267,RE,JR,93.40703340935018,100.0,00:00:00,98.8491434266891,100.0,00:00:00,61.42140881214577,85.0,00:00:00,75.24817557423324,100.0,00:00:00,15.0,15.0,00:00:00,100.0,100.0,45:17:14,53.118792492255565,70.0,00:00:00,8.787987474099873,10.0,00:00:00,43.67972402115224,47.0,00:00:00,75.67351319080355,85.0,00:00:00,10.0,10.0,00:00:00,91.50316014538261,100.0,00:00:00,65.82025409227325,75.0,00:00:00,20.257718506351388,25.0,00:00:00,89.70646290448792,100.0,00:00:00,31.408787814436675,50.0,00:01:22,4.566200506659596,10.0,00:00:00,85.92386458811615,100.0,00:00:00,60.83624946502243,87.0,00:00:00,63:28:47,19.209499654605295,25,00:00:00,58.29716316459695,75,00:00:00,61.854100470870854,75,00:00:00,10.0,10,63:28:47,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,63:28:47,8.557859115998049,10,63:28:47,10.0,10,00:00:00,8.341263751275722,10,00:00:00,9.327807393277844,10,00:01:22,8.10816250729302,10,00:00:00,10.0,10,00:00:00
A14459831,WA,JR,96.90170783643373,100.0,00:00:00,,100.0,00:00:00,66.6947670424859,85.0,00:00:00,88.52016310206648,100.0,00:00:00,8.13801484790018,15.0,00:00:00,91.2744963900831,100.0,40:11:35,69.03485291408504,70.0,00:00:00,2.5770844606900805,10.0,00:00:00,42.9158050511311,47.0,00:00:00,82.66992548151816,85.0,431:45:54,10.0,10.0,00:00:00,83.46229266035422,100.0,00:00:00,72.59304564067394,75.0,00:00:00,16.71554946952949,25.0,00:00:00,84.70563561884039,100.0,217:18:53,50.0,50.0,00:00:00,0.7123488206801181,10.0,00:00:00,100.0,100.0,00:00:00,86.18635375472665,87.0,00:00:00,689:16:53,19.232232873344003,25,00:00:00,61.17505373694747,75,00:00:00,69.17950635163372,75,00:00:00,9.006576132153855,10,00:00:00,10.0,10,40:11:35,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,689:16:53,7.494343101705027,10,00:00:00
A14883274,RE,JR,82.22003046434544,100.0,00:00:00,60.21030172413723,100.0,00:00:00,61.12934234071197,85.0,00:00:00,82.4661544792732,100.0,00:00:00,14.094340618690234,15.0,00:00:00,90.43953107931628,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,45.89989874904212,47.0,00:00:00,77.27730656132582,85.0,645:24:50,8.146089034564131,10.0,00:00:00,83.75112037657122,100.0,00:00:00,69.33801041426227,75.0,00:00:00,25.0,25.0,00:00:00,84.86333013367536,100.0,00:00:00,42.38736002534021,50.0,00:00:00,5.606925785096662,10.0,00:00:00,86.00117885583396,100.0,00:00:00,69.73497919967686,87.0,00:00:00,669:12:21,16.312189851059635,25,00:00:00,54.7252234624915,75,669:12:21,61.57533794096767,75,00:00:00,8.737842977356042,10,00:00:00,10.0,10,00:00:00,7.2123295237957254,10,00:00:00,9.739286501277997,10,00:00:00,9.258862949675255,10,00:00:00,10.0,10,00:00:00,10.0,10,669:12:21,8.973596864748417,10,00:00:00,7.98852125400463,10,669:12:21,10.0,10,00:00:00
A14169808,WA,JR,88.39501846517443,100.0,00:00:00,59.7648240423045,100.0,00:00:00,73.49744379494452,85.0,00:00:00,96.55210863593611,100.0,00:00:00,4.720616080607087,15.0,00:00:00,99.52623536588467,100.0,42:36:43,,70.0,00:00:00,,10.0,00:00:00,47.0,47.0,00:00:00,76.82545454607494,85.0,00:00:00,,10.0,00:00:00,83.46308887436186,100.0,00:00:00,74.12842490772786,75.0,00:00:00,22.830253255656608,25.0,00:00:00,63.566526672840205,100.0,00:00:00,35.41849356883616,50.0,00:00:00,7.784017886384725,10.0,00:00:00,95.3348350593424,100.0,00:00:00,68.0378993036684,87.0,00:00:00,63:51:33,21.147221650719715,25,00:00:00,68.45988982084884,75,00:00:00,74.54218393563615,75,00:00:00,10.0,10,00:00:00,9.99578699212663,10,00:00:00,8.120298490098971,10,63:51:33,10.0,10,42:36:43,10.0,10,63:51:33,10.0,10,00:00:00,10.0,10,63:51:33,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,63:51:33
A14024001,FI,SR,88.09795767892325,100.0,00:00:00,81.5544262538947,100.0,00:00:00,80.56982368634318,85.0,00:00:00,98.64370887449994,100.0,00:00:00,9.228034276910083,15.0,00:00:00,0.0,100.0,39:32:29,31.680313497539814,70.0,00:01:19,9.93903421160761,10.0,00:04:59,36.3940476565095,47.0,00:00:00,45.66201605328567,85.0,00:00:00,10.0,10.0,00:00:00,80.5684054338697,100.0,00:01:44,68.59401191765022,75.0,00:00:00,16.992642698696358,25.0,00:00:00,67.06110829670395,100.0,00:02:18,36.384589759434746,50.0,00:02:35,0.0,10.0,00:00:00,100.0,100.0,00:00:00,70.10665767856779,87.0,00:00:00,53:03:32,23.194273129051616,25,00:04:59,74.6457790367846,75,39:32:29,75.0,75,00:04:59,10.0,10,00:04:59,9.405846453430788,10,00:00:00,10.0,10,00:01:44,9.580670038658768,10,00:00:00,10.0,10,00:00:00,10.0,10,00:02:18,10.0,10,00:04:59,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
