father,mother,children,childNum,gender,childHeight
67.5,62.0,5,1,1,70.0
67.5,62.0,5,2,1,69.5
67.5,62.0,5,3,1,69.0
67.5,62.0,5,4,1,68.5
67.5,62.0,5,5,0,66.0
67.0,61.0,1,1,1,67.0
66.0,67.0,8,1,1,70.5
66.0,67.0,8,2,1,70.5
66.0,67.0,8,3,1,67.0
66.0,67.0,8,4,1,66.0
66.0,67.0,8,5,1,66.0
66.0,67.0,8,6,0,62.0
66.0,67.0,8,7,0,62.0
66.0,67.0,8,8,0,61.5
66.0,67.0,9,1,1,72.0
66.0,67.0,9,2,1,65.0
66.0,67.0,9,3,1,65.0
66.0,67.0,9,4,0,67.0
66.0,67.0,9,5,0,64.0
66.0,67.0,9,6,0,64.0
66.0,67.0,9,7,0,62.0
66.0,67.0,9,8,0,60.0
66.0,67.0,9,9,0,60.0
66.0,66.0,5,1,1,66.0
66.0,66.0,5,2,1,65.0
66.0,66.0,5,3,0,67.0
66.0,66.0,5,4,0,66.5
66.0,66.0,5,5,0,65.5
66.0,66.0,6,1,1,72.0
66.0,66.0,6,2,1,68.0
66.0,66.0,6,3,0,66.0
66.0,66.0,6,4,0,65.0
66.0,66.0,6,5,0,62.0
66.0,66.0,6,6,0,61.0
66.5,65.0,8,1,1,68.7
66.5,65.0,8,2,1,68.5
66.5,65.0,8,3,1,66.5
66.5,65.0,8,4,1,64.5
66.5,65.0,8,5,0,62.5
66.5,65.0,8,6,0,60.5
66.5,65.0,8,7,0,60.5
66.5,65.0,8,8,0,57.5
66.0,65.5,5,1,1,72.0
66.0,65.5,5,2,1,71.0
66.0,65.5,5,3,1,67.0
66.0,65.5,5,4,0,66.0
66.0,65.5,5,5,0,65.0
66.0,63.0,1,1,1,70.0
66.0,63.5,2,1,0,64.5
66.0,63.5,2,2,0,62.0
66.5,63.0,6,1,1,67.2
66.5,63.0,6,2,1,67.0
66.5,63.0,6,3,1,65.0
66.5,63.0,6,4,0,65.0
66.5,63.0,6,5,0,65.0
66.5,63.0,6,6,0,63.0
66.5,62.5,7,1,1,70.0
66.5,62.5,7,2,1,68.0
66.5,62.5,7,3,0,63.5
66.5,62.5,7,4,0,62.5
66.5,62.5,7,5,0,62.5
66.5,62.5,7,6,0,62.5
66.5,62.5,7,7,0,62.5
66.0,61.5,1,1,1,70.0
66.0,60.0,4,1,1,68.0
66.0,60.0,4,2,1,67.0
66.0,60.0,4,3,1,65.0
66.0,60.0,4,4,0,60.0
66.0,60.0,1,1,1,65.0
66.0,59.0,15,1,1,68.0
66.0,59.0,15,2,1,67.0
66.0,59.0,15,3,1,66.5
66.0,59.0,15,4,1,66.0
66.0,59.0,15,5,1,65.7
66.0,59.0,15,6,1,65.5
66.0,59.0,15,7,1,65.0
66.0,59.0,15,8,0,65.0
66.0,59.0,15,9,0,64.0
66.0,59.0,15,10,0,63.0
66.0,59.0,15,11,0,62.0
66.0,59.0,15,12,0,61.0
66.0,59.0,15,13,0,60.0
66.0,59.0,15,14,0,58.0
66.0,59.0,15,15,0,57.0
65.0,67.0,4,1,1,66.5
65.0,67.0,4,2,1,66.0
65.0,67.0,4,3,1,66.0
65.0,67.0,4,4,0,65.0
65.0,67.0,1,1,0,63.0
65.0,66.0,4,1,1,63.0
65.0,66.0,4,2,0,63.0
65.0,66.0,4,3,0,63.0
65.0,66.0,4,4,0,60.0
65.0,66.0,5,1,1,67.0
65.0,66.0,5,2,1,66.0
65.0,66.0,5,3,1,65.0
65.0,66.0,5,4,0,65.0
65.0,66.0,5,5,0,61.0
65.0,65.0,9,1,1,69.0
65.0,65.0,9,2,1,68.0
65.0,65.0,9,3,1,68.0
65.0,65.0,9,4,0,65.0
65.0,65.0,9,5,0,65.0
65.0,65.0,9,6,0,62.0
65.0,65.0,9,7,0,62.0
65.0,65.0,9,8,0,61.0
65.0,65.0,9,9,0,59.0
65.0,65.5,2,1,1,70.7
65.0,65.5,2,2,0,65.5
65.0,65.0,6,1,1,69.2
65.0,65.0,6,2,1,69.0
65.0,65.0,6,3,1,68.0
65.0,65.0,6,4,1,67.7
65.0,65.0,6,5,0,64.5
65.0,65.0,6,6,0,60.5
65.0,64.0,6,1,1,67.0
65.0,64.0,6,2,1,67.0
65.0,64.0,6,3,0,64.0
65.0,64.0,6,4,0,64.0
65.0,64.0,6,5,0,62.5
65.0,64.0,6,6,0,60.5
65.0,63.0,2,1,1,70.0
65.0,63.0,2,2,0,63.0
65.0,63.0,3,1,1,66.0
65.0,63.0,3,2,1,66.0
65.0,63.0,3,3,0,63.0
65.5,63.0,4,1,1,71.0
65.5,63.0,4,2,1,71.0
65.5,63.0,4,3,1,69.0
65.5,63.0,4,4,0,63.5
65.5,60.0,5,1,1,68.0
65.5,60.0,5,2,1,68.0
65.5,60.0,5,3,1,67.0
65.5,60.0,5,4,1,67.0
65.5,60.0,5,5,0,62.0
64.0,64.0,7,1,1,71.5
64.0,64.0,7,2,1,68.0
64.0,64.0,7,3,0,65.5
64.0,64.0,7,4,0,64.0
64.0,64.0,7,5,0,62.0
64.0,64.0,7,6,0,62.0
64.0,64.0,7,7,0,61.0
64.0,64.0,7,1,1,70.5
64.0,64.0,7,2,1,68.0
64.0,64.0,7,3,0,67.0
64.0,64.0,7,4,0,65.0
64.0,64.0,7,5,0,64.0
64.0,64.0,7,6,0,64.0
64.0,64.0,7,7,0,60.0
64.0,63.0,1,1,1,64.5
64.0,60.0,2,1,1,66.0
64.0,60.0,2,2,0,60.0
63.0,63.5,2,1,0,68.5
63.0,63.5,2,2,0,63.5
62.0,66.0,3,1,1,64.0
62.0,66.0,3,2,0,62.0
62.0,66.0,3,3,0,61.0
62.5,63.0,2,1,1,66.5
62.5,63.0,2,2,0,57.0
